crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,off_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code1,vehicle_type_code2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5
2017-04-29T00:00:00.000,15:24,,,40.77491,-73.92821,"(40.77491, -73.92821)",14 STREET                       ,26 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3659715,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-04T00:00:00.000,14:33,MANHATTAN,10017,40.756607,-73.97651,"(40.756607, -73.97651)",EAST 48 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Following Too Closely,,,,3663691,Sedan,Van,,,
2017-04-22T00:00:00.000,9:35,BROOKLYN,11216,40.683746,-73.952446,"(40.683746, -73.952446)",,,218       PUTNAM AVENUE                 ,0,0,0,0,0,0,0,0,Unspecified,,,,,3655952,Sedan,,,,
2017-04-28T00:00:00.000,10:30,,,40.830257,-73.914856,"(40.830257, -73.914856)",COLLEGE AVENUE                  ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3659373,Sedan,Sedan,,,
2017-04-23T00:00:00.000,20:30,BRONX,10455,40.817574,-73.90359,"(40.817574, -73.90359)",UNION AVENUE                    ,EAST 156 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656100,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-09-12T00:00:00.000,7:55,QUEENS,11354,,,,NORTHERN BOULEVARD              ,PRINCE STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3748954,Sedan,Dump,,,
2019-12-04T00:00:00.000,20:18,,,,,,metropolitian avenue            ,55 street,,0,0,0,0,0,0,0,0,Unspecified,,,,,4252600,Sedan,,,,
2017-05-04T00:00:00.000,7:59,BROOKLYN,11230,40.63524,-73.967636,"(40.63524, -73.967636)",18 AVENUE                       ,CONEY ISLAND AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,3664700,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-07T00:00:00.000,17:35,STATEN ISLAND,10305,40.589035,-74.08988,"(40.589035, -74.08988)",HYLAN BOULEVARD                 ,DELAWARE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3665646,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-05T00:00:00.000,8:30,,,40.73696,-73.98451,"(40.73696, -73.98451)",EAST 20 STREET                  ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Pavement Slippery,,,,3665329,Station Wagon/Sport Utility Vehicle,Taxi,,,
2017-05-07T00:00:00.000,9:35,BRONX,10468,,,,WEBB AVENUE                     ,FORDHAM HILL OVAL,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3666418,Station Wagon/Sport Utility Vehicle,Taxi,,,
2017-04-24T00:00:00.000,14:45,,,40.756725,-73.96,"(40.756725, -73.96)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3656784,Sedan,Sedan,,,
2017-05-06T00:00:00.000,15:30,,,40.671898,-73.92231,"(40.671898, -73.92231)",RALPH AVENUE                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3666565,Sedan,Sedan,,,
2017-04-21T00:00:00.000,21:00,,,40.770313,-73.99141,"(40.770313, -73.99141)",11 AVENUE                       ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3656184,Sedan,Taxi,,,
2017-04-30T00:00:00.000,19:40,QUEENS,11419,40.695858,-73.81891,"(40.695858, -73.81891)",130 STREET                      ,ATLANTIC AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3660665,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-16T00:00:00.000,14:00,,,40.740078,-73.89969,"(40.740078, -73.89969)",BROOKLYN QUEENS EXPRESSWAY      ,,,5,0,0,0,0,0,5,0,Following Too Closely,Unspecified,,,,3652528,Sedan,Sedan,,,
2017-04-21T00:00:00.000,15:10,BRONX,10463,40.878983,-73.90609,"(40.878983, -73.90609)",,,3058      GODWIN TERRACE                ,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3654928,Sedan,Sedan,,,
2017-05-04T00:00:00.000,21:00,MANHATTAN,10003,40.732983,-73.99118,"(40.732983, -73.99118)",,,815       BROADWAY                      ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3665401,Bike,Bike,,,
2017-05-03T00:00:00.000,0:00,BROOKLYN,11213,40.668854,-73.92555,"(40.668854, -73.92555)",,,291       BUFFALO AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3664452,Sedan,Sedan,,,
2017-05-09T00:00:00.000,16:20,QUEENS,11372,40.756084,-73.880486,"(40.756084, -73.880486)",,,87-09     NORTHERN BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3666764,Sedan,Sedan,,,
2017-05-02T00:00:00.000,0:10,MANHATTAN,10031,40.83054,-73.946526,"(40.83054, -73.946526)",,,584       WEST 152 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3668178,Sedan,,,,
2017-05-04T00:00:00.000,17:30,BRONX,10471,40.905178,-73.904625,"(40.905178, -73.904625)",,,5644      RIVERDALE AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3663661,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,8:23,BROOKLYN,11222,40.73046,-73.9515,"(40.73046, -73.9515)",GREENPOINT AVENUE               ,MC GUINNESS BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3654672,Sedan,Box Truck,,,
2017-05-07T00:00:00.000,11:50,BRONX,10468,40.862717,-73.9023,"(40.862717, -73.9023)",WEST FORDHAM ROAD               ,DAVIDSON AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3666419,Sedan,Sedan,,,
2017-04-30T00:00:00.000,8:06,STATEN ISLAND,10304,40.632725,-74.079155,"(40.632725, -74.079155)",,,207       SAINT PAULS AVENUE            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3660562,Pick-up Truck,,,,
2017-05-08T00:00:00.000,16:08,,,40.713135,-73.87528,"(40.713135, -73.87528)",METROPOLITAN AVENUE             ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3677331,Station Wagon/Sport Utility Vehicle,Bike,,,
2017-04-15T00:00:00.000,1:08,BRONX,10457,40.848927,-73.88816,"(40.848927, -73.88816)",EAST 181 STREET                 ,CROTONA AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3651131,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,17:45,QUEENS,11428,40.715145,-73.74935,"(40.715145, -73.74935)",JAMAICA AVENUE                  ,211 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3656950,Sedan,Sedan,,,
2017-04-25T00:00:00.000,9:15,,,40.712498,-73.97776,"(40.712498, -73.97776)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3657600,Sedan,Sedan,,,
2017-04-19T00:00:00.000,21:44,,,40.706657,-74.015915,"(40.706657, -74.015915)",WEST STREET                     ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3654376,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,9:15,BROOKLYN,11212,40.670616,-73.911934,"(40.670616, -73.911934)",,,45        CHESTER STREET                ,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3654954,Sedan,Sedan,,,
2017-04-15T00:00:00.000,8:00,,,,,,QUEENSBORO BRIDGE UPPER ROADWAY ,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3651285,Sedan,,,,
2017-04-15T00:00:00.000,14:45,,,40.609642,-73.89738,"(40.609642, -73.89738)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3652290,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-09-28T00:00:00.000,0:12,,,,,,MURDOCK AVENUE                  ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4352274,Sedan,Sedan,,,
2017-05-09T00:00:00.000,13:15,,,40.76471,-73.830696,"(40.76471, -73.830696)",LINDEN PLACE                    ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3666212,Sedan,Sedan,,,
2017-05-04T00:00:00.000,14:40,,,40.786785,-73.80971,"(40.786785, -73.80971)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3665439,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-03T00:00:00.000,3:00,QUEENS,11418,40.699524,-73.83067,"(40.699524, -73.83067)",,,87-50     LEFFERTS BOULEVARD            ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3661978,Sedan,Sedan,,,
2017-05-04T00:00:00.000,6:50,,,,,,EAST FORDHAM ROAD               ,BRONX RIVER PARKWAY,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3664353,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-20T00:00:00.000,19:18,BROOKLYN,11230,40.624783,-73.96493,"(40.624783, -73.96493)",,,1114      AVENUE J                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3656938,Sedan,Sedan,,,
2017-04-26T00:00:00.000,8:56,BRONX,10472,40.82864,-73.85344,"(40.82864, -73.85344)",OLMSTEAD AVENUE                 ,BLACKROCK AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3658452,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,16:30,BROOKLYN,11210,40.619186,-73.9493,"(40.619186, -73.9493)",AVENUE M                        ,EAST 26 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3658857,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,13:10,,,40.710976,-73.97962,"(40.710976, -73.97962)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3656763,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-17T00:00:00.000,17:30,QUEENS,11379,40.713177,-73.89731,"(40.713177, -73.89731)",,,62-53     64 STREET                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3654189,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-21T00:00:00.000,16:46,STATEN ISLAND,10301,40.623055,-74.11327,"(40.623055, -74.11327)",CLOVE ROAD                      ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3656009,PAS,4 dr sedan,,,
2017-04-22T00:00:00.000,14:00,,,40.714527,-73.97481,"(40.714527, -73.97481)",WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3657605,Sedan,Taxi,,,
2017-04-21T00:00:00.000,10:00,,,40.625916,-74.13452,"(40.625916, -74.13452)",,,1351      FOREST AVENUE                 ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3655067,Sedan,Sedan,,,
2017-05-07T00:00:00.000,16:30,QUEENS,11379,40.712555,-73.89711,"(40.712555, -73.89711)",METROPOLITAN AVENUE             ,64 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,Unspecified,,3665506,Sedan,Sedan,Van,Sedan,
2017-04-16T00:00:00.000,7:55,,,40.750538,-73.940636,"(40.750538, -73.940636)",QUEENS PLAZA SOUTH              ,CRESCENT STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3651781,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-15T00:00:00.000,0:33,MANHATTAN,10006,40.710114,-74.012665,"(40.710114, -74.012665)",GREENWICH STREET                ,LIBERTY STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,3656015,Sedan,,,,
2017-04-16T00:00:00.000,13:59,,,40.71552,-74.00925,"(40.71552, -74.00925)",WEST BROADWAY                   ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3651592,Station Wagon/Sport Utility Vehicle,Bus,,,
2017-05-01T00:00:00.000,17:30,BROOKLYN,11205,40.694687,-73.95521,"(40.694687, -73.95521)",SPENCER STREET                  ,MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3662209,Ambulance,Box Truck,,,
2017-04-22T00:00:00.000,14:30,BROOKLYN,11234,40.62877,-73.91825,"(40.62877, -73.91825)",RALPH AVENUE                    ,AVENUE J,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3656103,Sedan,Sedan,,,
2017-04-30T00:00:00.000,3:00,QUEENS,11420,40.686024,-73.81087,"(40.686024, -73.81087)",133 STREET                      ,109 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,3661596,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
2017-04-16T00:00:00.000,13:00,QUEENS,11360,40.777023,-73.77554,"(40.777023, -73.77554)",BELL BOULEVARD                  ,28 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Device Improper/Non-Working,Traffic Control Device Improper/Non-Working,,,,3651749,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-24T00:00:00.000,16:30,BROOKLYN,11238,40.67553,-73.96319,"(40.67553, -73.96319)",GRAND AVENUE                    ,PARK PLACE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,3663541,Sedan,Van,,,
2017-05-05T00:00:00.000,9:15,,,40.663982,-73.72963,"(40.663982, -73.72963)",HOOK CREEK BOULEVARD            ,250 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3663617,Sedan,Sedan,,,
2017-04-17T00:00:00.000,12:18,MANHATTAN,10022,40.760418,-73.97584,"(40.760418, -73.97584)",WEST 53 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3653166,Station Wagon/Sport Utility Vehicle,Taxi,,,
2017-05-05T00:00:00.000,19:02,MANHATTAN,10011,40.738552,-73.99969,"(40.738552, -73.99969)",WEST 14 STREET                  ,7 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing Too Closely,,,,3665464,Station Wagon/Sport Utility Vehicle,Carry All,,,
2017-04-28T00:00:00.000,19:00,BRONX,10452,40.844795,-73.92263,"(40.844795, -73.92263)",UNIVERSITY AVENUE               ,CROSS BRONX EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3659787,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-28T00:00:00.000,20:45,,,40.73599,-73.86551,"(40.73599, -73.86551)",JUNCTION BOULEVARD              ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3660608,Sedan,Sedan,,,
2017-04-19T00:00:00.000,9:15,MANHATTAN,10016,40.74608,-73.974945,"(40.74608, -73.974945)",EAST 36 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3653574,Station Wagon/Sport Utility Vehicle,,,,
2017-04-25T00:00:00.000,8:08,QUEENS,11379,40.720528,-73.87228,"(40.720528, -73.87228)",PENELOPE AVENUE                 ,82 PLACE,,2,0,2,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3657563,Sedan,,,,
2017-04-27T00:00:00.000,15:11,,,,,,NEW ENGLAND THRUWAY             ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3658463,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-04-25T00:00:00.000,14:17,,,40.686928,-73.98484,"(40.686928, -73.98484)",ATLANTIC AVENUE                 ,,,1,0,0,0,0,0,1,0,Other Vehicular,Driver Inattention/Distraction,,,,3656937,Sedan,Sedan,,,
2017-05-06T00:00:00.000,19:15,BRONX,10452,40.8283,-73.92447,"(40.8283, -73.92447)",GERARD AVENUE                   ,EAST 162 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3664675,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,10:30,BROOKLYN,11201,40.689243,-73.98873,"(40.689243, -73.98873)",SMITH STREET                    ,STATE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3657989,Sedan,Sedan,,,
2017-05-05T00:00:00.000,14:00,BROOKLYN,11236,40.646313,-73.90772,"(40.646313, -73.90772)",,,939       EAST 94 STREET                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3665536,Sedan,,,,
2017-04-17T00:00:00.000,14:20,BRONX,10457,40.85379,-73.89123,"(40.85379, -73.89123)",,,4521      3 AVENUE                      ,0,0,0,0,0,0,0,0,View Obstructed/Limited,Driver Inattention/Distraction,,,,3653253,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,19:25,,,,,,EAST 37 STREET                  ,FDR DRIVE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3665964,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-28T00:00:00.000,15:00,BROOKLYN,11238,40.685215,-73.95928,"(40.685215, -73.95928)",CLASSON AVENUE                  ,GATES AVENUE,,1,0,0,0,1,0,0,0,Unspecified,,,,,3659182,Bike,,,,
2017-04-15T00:00:00.000,16:00,BRONX,10463,40.88243,-73.902306,"(40.88243, -73.902306)",,,5716      BROADWAY                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3651612,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-09T00:00:00.000,9:50,QUEENS,11101,40.753456,-73.941414,"(40.753456, -73.941414)",41 AVENUE                       ,22 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3666637,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-04-23T00:00:00.000,22:50,,,,,,ATLANTIC AVENUE                 ,VANWYCK EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3656014,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-25T00:00:00.000,16:00,,,40.765224,-73.9317,"(40.765224, -73.9317)",21 STREET                       ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3662785,Van,,,,
2017-05-02T00:00:00.000,17:55,MANHATTAN,10025,40.791496,-73.97224,"(40.791496, -73.97224)",WEST 92 STREET                  ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3662133,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-30T00:00:00.000,0:25,,,40.702293,-73.79117,"(40.702293, -73.79117)",MERRICK BOULEVARD               ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3659964,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-05-03T00:00:00.000,0:30,QUEENS,11432,40.714798,-73.80756,"(40.714798, -73.80756)",,,83-45     PARSONS BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,,,,,3662711,Sedan,,,,
2017-04-23T00:00:00.000,7:05,,,40.666477,-73.808136,"(40.666477, -73.808136)",BELT PARKWAY                    ,,,4,0,0,0,0,0,4,0,Following Too Closely,Unsafe Lane Changing,,,,3656357,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-05-08T00:00:00.000,11:00,BRONX,10466,40.88702,-73.86319,"(40.88702, -73.86319)",,,639       EAST 223 STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3666226,Tanker,Sedan,,,
2017-05-05T00:00:00.000,14:40,QUEENS,11429,40.70947,-73.74581,"(40.70947, -73.74581)",HOLLIS AVENUE                   ,212 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3663921,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-26T00:00:00.000,8:18,BRONX,10467,40.886555,-73.878395,"(40.886555, -73.878395)",,,3680      JEROME AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3662190,Station Wagon/Sport Utility Vehicle,PK,,,
2017-04-20T00:00:00.000,23:20,,,40.722496,-73.940414,"(40.722496, -73.940414)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3655145,Station Wagon/Sport Utility Vehicle,Sedan,,,
2017-05-03T00:00:00.000,12:50,,,40.651688,-73.88877,"(40.651688, -73.88877)",FLATLANDS AVENUE                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3662348,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-04-27T00:00:00.000,11:30,BROOKLYN,11233,40.684166,-73.92931,"(40.684166, -73.92931)",HALSEY STREET                   ,REID AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3658732,Box Truck,Bus,,,
2017-04-24T00:00:00.000,6:30,,,40.826397,-73.92116,"(40.826397, -73.92116)",SHERIDAN AVENUE                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3661600,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-09-12T00:00:00.000,9:30,,,40.70001,-73.830894,"(40.70001, -73.830894)",LEFFERTS BOULEVARD              ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3748242,Sedan,School Bus,,,
2017-05-04T00:00:00.000,0:30,MANHATTAN,10018,40.75529,-73.99493,"(40.75529, -73.99493)",9 AVENUE                        ,WEST 37 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3663715,Taxi,Carry All,,,
2017-04-15T00:00:00.000,18:13,BROOKLYN,11226,40.639748,-73.952286,"(40.639748, -73.952286)",NEWKIRK AVENUE                  ,EAST 26 STREET,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,,,3653653,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2017-05-04T00:00:00.000,15:20,MANHATTAN,10018,40.75228,-73.9897,"(40.75228, -73.9897)",7 AVENUE                        ,WEST 36 STREET,,2,0,1,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3665174,Bike,,,,
2017-04-18T00:00:00.000,20:10,,,40.767815,-73.98951,"(40.767815, -73.98951)",WEST 55 STREET                  ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3653271,Sedan,FOOD,,,
2017-05-09T00:00:00.000,12:50,MANHATTAN,10020,40.75927,-73.980896,"(40.75927, -73.980896)",WEST 49 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3666995,Van,Taxi,,,
2017-05-09T00:00:00.000,19:50,,,40.65591,-73.89191,"(40.65591, -73.89191)",ALABAMA AVENUE                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3666996,Station Wagon/Sport Utility Vehicle,Bike,,,
